user_id,lifestyle_archetype,preferred_location_district_id,max_distance_to_work_km,budget_min_vnd,budget_max_vnd,preferred_room_type,preferred_gender,accept_smoking_roommates,accept_pets,need_private_bathroom,need_air_conditioner,need_parking,need_balcony,need_kitchen,internet_requirement,furniture_requirement,max_roommates,preferred_contract_months,priority_cleanliness,priority_location,priority_budget,priority_privacy,priority_social_environment
U00630,Student,TD,13.0,1325182,2482689,shared_room,any,0,1,0,0,1,0,0,high,standard,4,3,2,2,5,2,4
U00631,Young Professional,PN,9.8,7546494,8595221,apartment,any,1,0,0,1,1,1,1,medium,fully_furnished,3,6,3,5,1,3,2
U00632,Social Butterfly,D3,9.2,5310445,6452462,shared_room,male,0,0,0,0,1,0,1,basic,standard,6,6,2,5,2,1,4
U00633,Privacy Seeker,TB,13.4,1152738,2325802,shared_room,male,1,0,1,0,1,0,0,high,standard,1,3,4,2,2,4,1
U00634,Student,GV,9.0,3425166,6357693,studio,any,0,1,0,0,0,0,0,high,minimal,4,12,2,1,4,1,4
U00635,Remote Worker,BT,9.3,8499308,10887489,studio,male,1,0,1,1,0,0,1,high,standard,2,12,3,2,4,4,3
U00636,Young Professional,PN,6.3,6761596,9328826,studio,any,0,1,0,1,0,1,1,medium,minimal,2,6,4,3,3,4,3
U00637,Social Butterfly,D3,3.9,6054255,9974025,studio,any,1,1,0,1,0,1,1,high,standard,3,6,2,4,4,1,5
U00638,Student,TD,6.7,1531201,5771469,studio,male,1,1,0,0,0,0,0,medium,standard,3,6,2,3,2,1,4
U00639,Student,GV,9.0,3089685,5927686,studio,female,0,0,0,0,0,0,0,medium,minimal,4,12,2,3,4,2,5
U00640,Privacy Seeker,CG,10.0,3842606,6667294,shared_room,male,1,0,1,1,0,0,1,basic,minimal,1,3,3,4,4,4,1
U00641,Remote Worker,BT,14.1,7558843,11450605,studio,female,0,0,1,1,1,1,0,high,standard,2,12,4,1,1,4,2
U00642,Social Butterfly,D1,12.9,7141765,10440393,studio,female,0,0,1,0,0,1,1,high,fully_furnished,5,3,2,1,1,1,5
U00643,Social Butterfly,HK,19.9,4764531,6996420,shared_room,female,0,0,0,1,0,0,1,medium,minimal,6,3,2,3,5,1,4
U00644,Student,GV,17.4,2089774,6908719,shared_room,female,1,1,1,1,1,0,0,medium,minimal,6,3,2,5,2,1,5
U00645,Student,TD,17.0,3292503,5876736,studio,female,1,1,0,0,0,0,0,high,fully_furnished,4,12,2,4,4,2,3
U00646,Young Professional,D3,2.8,7032234,8151862,apartment,male,1,1,0,1,0,1,1,medium,standard,6,12,3,2,3,3,2
U00647,Student,TB,6.6,3823865,5948526,studio,male,1,1,0,0,1,0,0,high,minimal,3,12,2,5,1,1,4
U00648,Social Butterfly,HK,11.9,4070313,7956239,studio,male,1,0,1,0,1,0,0,high,minimal,6,12,3,2,1,1,4
U00649,Young Professional,D1,1.8,5498083,8903906,apartment,female,0,1,0,1,1,1,0,high,minimal,5,12,4,4,5,3,3
U00650,Privacy Seeker,TX,17.8,2416320,6205318,shared_room,male,0,1,0,0,0,0,1,basic,standard,2,12,3,4,4,5,1
U00651,Privacy Seeker,TD,16.4,2657752,6556114,shared_room,any,0,1,1,0,0,0,1,medium,minimal,2,3,4,2,1,5,1
U00652,Young Professional,PN,12.1,5677970,10053339,apartment,female,0,1,1,1,1,0,1,high,minimal,2,24,4,4,5,4,2
U00653,Remote Worker,D7,2.9,11647890,12990244,studio,male,1,0,1,1,0,1,1,high,fully_furnished,1,6,4,5,3,4,2
U00654,Privacy Seeker,TX,10.5,3545485,4655786,studio,any,0,1,1,0,0,0,0,medium,standard,2,6,4,1,5,5,1
U00655,Young Professional,D3,14.3,5653585,8889095,apartment,female,0,1,1,0,0,1,1,high,standard,5,12,3,3,2,3,3
U00656,Student,TB,13.2,1603110,4375755,shared_room,any,1,0,0,0,0,0,0,high,minimal,6,6,1,2,3,1,4
U00657,Student,TB,17.3,2447291,5559043,shared_room,female,1,1,1,0,0,0,1,medium,minimal,6,6,1,4,4,2,5
U00658,Student,GV,17.7,3964876,8404777,studio,female,1,1,0,1,0,1,0,medium,standard,6,12,2,4,5,2,4
U00659,Student,GV,14.9,2719954,4003997,studio,any,1,1,0,0,0,0,0,high,minimal,6,3,2,5,3,2,4
U00660,Young Professional,D1,11.2,5228128,7143573,studio,male,0,0,0,0,0,0,0,high,standard,6,3,3,3,3,2,3
U00661,Student,TD,19.0,2608251,4503307,studio,male,0,0,0,0,1,0,0,medium,standard,5,3,2,1,4,2,5
U00662,Privacy Seeker,TD,18.0,1177305,4111586,studio,female,1,0,1,0,0,0,0,medium,standard,1,12,4,3,1,5,1
U00663,Privacy Seeker,TB,7.1,1499668,5302270,studio,any,0,1,1,0,1,0,0,high,minimal,1,3,4,2,4,4,2
U00664,Student,TD,17.8,2893995,4994670,shared_room,female,0,0,0,0,0,0,0,medium,minimal,6,6,2,4,5,2,5
U00665,Young Professional,D3,7.4,6197590,8072449,apartment,any,0,0,0,1,0,0,1,medium,minimal,5,24,3,4,4,3,3
U00666,Remote Worker,D2,10.9,7800007,11853740,studio,any,1,1,1,1,0,1,1,high,fully_furnished,2,12,3,2,2,4,2
U00667,Student,GV,8.1,2582971,4942743,studio,female,0,1,1,0,1,0,0,basic,minimal,3,3,2,2,1,1,4
U00668,Privacy Seeker,TX,11.7,2460440,6358778,shared_room,female,1,0,1,1,0,0,1,medium,standard,1,6,4,5,1,5,1
U00669,Young Professional,D3,13.4,7282456,10445811,apartment,female,1,0,0,0,0,1,1,high,fully_furnished,5,24,3,3,2,3,2
U00670,Student,TD,17.1,3553721,6109374,studio,male,1,0,1,0,1,0,0,medium,standard,3,3,3,5,5,3,4
U00671,Student,TB,10.2,3752224,5447828,studio,female,0,0,0,0,0,0,0,medium,fully_furnished,4,6,2,4,2,1,3
U00672,Student,GV,3.1,2428481,3820172,shared_room,male,0,0,0,0,0,0,0,medium,minimal,6,3,2,3,4,2,4
U00673,Young Professional,D3,17.6,3239388,5864505,studio,any,0,1,1,0,0,0,0,medium,standard,1,3,3,3,4,4,2
U00674,Student,GV,1.0,2565579,3964202,studio,female,1,1,0,0,1,0,0,medium,standard,6,3,1,3,4,2,4
U00675,Remote Worker,D7,18.9,7766660,12005771,studio,female,0,0,1,1,1,0,1,high,minimal,1,6,3,2,3,4,2
U00676,Social Butterfly,D1,8.2,4593969,9274063,apartment,any,1,0,0,0,0,0,1,high,fully_furnished,6,24,3,3,1,2,5
U00677,Student,TB,5.8,3834098,4961104,shared_room,male,0,0,1,0,0,0,0,medium,minimal,4,3,2,5,3,2,4
U00678,Social Butterfly,D3,18.5,7746466,10256048,studio,female,0,0,0,1,1,1,1,medium,fully_furnished,5,6,2,5,1,2,5
U00679,Young Professional,D1,3.1,5282004,6498039,shared_room,male,1,1,1,1,0,0,1,medium,fully_furnished,1,3,2,3,1,4,3
U00680,Remote Worker,D2,9.8,8460764,10318324,apartment,any,0,1,1,1,0,0,1,high,standard,1,12,3,5,1,4,1
U00681,Student,GV,13.9,1751781,5700033,studio,any,1,0,0,0,1,0,0,high,minimal,5,12,2,5,1,2,5
U00682,Remote Worker,BT,18.9,6908382,8081374,studio,male,0,1,1,1,0,0,1,high,minimal,2,12,4,2,5,5,2
U00683,Student,GV,14.0,2827059,7163897,apartment,female,1,0,0,0,1,0,0,high,minimal,5,12,2,3,4,3,4
U00684,Student,TB,1.5,3136148,7122650,studio,female,0,0,1,0,0,0,0,high,standard,6,12,2,5,1,2,4
U00685,Remote Worker,BT,1.1,6400588,9417453,studio,female,1,0,1,1,0,0,1,high,fully_furnished,2,6,3,2,3,4,2
U00686,Social Butterfly,D1,7.7,3211253,7724003,apartment,male,1,0,0,0,0,0,0,medium,minimal,6,6,3,5,3,1,4
U00687,Social Butterfly,D3,10.1,4003670,5749188,shared_room,male,1,1,0,0,0,0,1,basic,standard,4,3,2,1,1,1,4
U00688,Student,TD,4.5,2256716,5737383,studio,any,1,0,0,0,1,0,0,medium,minimal,6,12,2,1,4,1,4
U00689,Student,TB,6.2,3061640,5327739,studio,female,1,1,0,0,1,0,0,medium,standard,6,6,2,1,4,1,4
U00690,Social Butterfly,D3,7.6,4920219,8751625,apartment,any,1,0,0,1,0,0,1,medium,minimal,5,6,3,4,5,1,5
U00691,Student,TB,14.9,1308920,3911738,studio,male,0,0,0,0,1,0,0,high,standard,4,12,1,4,4,1,4
U00692,Student,TB,18.6,1477908,6193929,shared_room,female,0,0,0,0,0,0,1,high,minimal,4,6,2,3,4,1,5
U00693,Remote Worker,D2,11.8,10179378,13554107,studio,any,1,0,1,1,1,0,1,high,minimal,2,3,3,4,4,4,2
U00694,Social Butterfly,HK,2.0,7340594,10888739,apartment,male,1,0,0,0,0,0,1,high,standard,4,12,3,4,4,1,4
U00695,Young Professional,D1,4.0,3865929,7404615,studio,any,1,1,1,0,0,0,0,medium,minimal,3,6,3,3,4,3,2
U00696,Young Professional,PN,19.8,5886850,8426040,studio,male,0,1,1,1,0,1,1,high,standard,5,12,3,5,2,3,3
U00697,Remote Worker,BT,18.6,10586861,15097713,apartment,male,0,1,0,1,1,0,1,high,standard,2,6,4,2,5,4,2
U00698,Young Professional,PN,13.0,5630423,7750744,studio,any,1,0,0,0,1,0,0,high,minimal,3,3,4,1,1,3,3
U00699,Young Professional,PN,2.6,4269770,6095436,studio,male,1,1,0,0,0,0,0,high,standard,6,12,3,2,2,3,3
U00700,Social Butterfly,D1,19.3,6963955,11951883,studio,male,1,0,0,0,1,1,1,high,standard,3,3,1,4,3,1,5
U00701,Young Professional,D1,14.2,7951194,12087014,apartment,female,1,1,0,1,0,1,1,high,standard,6,24,3,2,2,2,5
U00702,Privacy Seeker,TX,19.6,3821073,7481261,apartment,any,1,0,1,0,0,0,0,medium,minimal,1,6,3,5,3,5,1
U00703,Student,TD,5.9,1487290,6204109,shared_room,female,0,0,0,1,0,0,0,high,standard,4,3,2,1,1,1,4
U00704,Student,TB,10.0,1390333,2595300,shared_room,male,1,1,0,0,0,0,0,high,minimal,6,6,2,4,4,1,4
U00705,Student,GV,19.9,3802797,5305257,shared_room,any,0,0,1,1,0,0,1,basic,minimal,6,12,2,5,3,2,4
U00706,Privacy Seeker,TX,9.4,2100045,6208437,shared_room,male,0,1,1,1,1,0,1,basic,minimal,2,3,3,1,2,5,1
U00707,Young Professional,D3,10.2,3333121,4771743,studio,male,1,0,1,0,1,0,0,medium,minimal,5,3,2,5,3,2,3
U00708,Remote Worker,D7,19.1,9713718,12529430,studio,any,1,1,1,1,0,0,1,high,standard,2,12,3,3,5,4,3
U00709,Student,TB,16.8,3517779,7341813,studio,male,1,1,0,0,0,0,0,high,minimal,6,6,3,5,5,2,3
U00710,Privacy Seeker,CG,19.4,1389226,5234932,shared_room,female,0,1,1,1,1,0,1,medium,fully_furnished,2,12,4,3,2,5,1
U00711,Student,TD,6.5,1892624,3074961,shared_room,female,1,0,0,0,0,0,0,high,standard,4,12,2,2,5,2,5
U00712,Young Professional,D1,17.0,5049424,9083110,apartment,female,0,0,1,1,1,1,0,high,fully_furnished,1,12,3,1,4,4,3
U00713,Young Professional,D1,11.8,4177102,6968078,studio,male,1,0,0,0,1,0,0,medium,minimal,3,3,2,3,2,2,4
U00714,Student,TD,19.3,2273595,6487576,shared_room,male,0,1,0,0,1,0,1,high,standard,5,6,3,3,2,2,4
U00715,Student,TD,2.8,3027154,7157943,apartment,any,0,0,1,0,1,0,0,medium,minimal,5,6,2,5,5,1,4
U00716,Student,TB,12.7,2260177,5504940,shared_room,female,0,1,0,0,1,0,0,high,minimal,5,6,2,1,1,1,4
U00717,Privacy Seeker,TB,1.1,3330931,5890650,shared_room,female,0,1,1,1,1,0,1,medium,minimal,1,6,3,3,1,4,1
U00718,Remote Worker,BT,15.3,6816778,10299955,apartment,male,1,0,1,1,0,0,0,high,minimal,1,24,2,2,1,4,2
U00719,Student,TB,14.3,1909361,5208782,shared_room,female,0,0,1,0,1,0,1,medium,minimal,3,6,2,2,3,2,4
U00720,Remote Worker,BT,12.5,7004093,10867861,apartment,any,1,0,1,1,0,0,1,high,fully_furnished,2,24,3,5,5,5,1
U00721,Privacy Seeker,CG,18.4,1639238,3311458,shared_room,any,1,0,1,0,0,0,0,high,minimal,2,12,4,1,4,5,1
U00722,Young Professional,D3,17.7,5606297,8248411,apartment,female,0,1,0,0,0,1,1,medium,standard,4,6,3,2,3,3,3
U00723,Remote Worker,BT,11.2,11185062,14014937,studio,female,1,0,1,0,1,1,1,high,standard,1,3,3,5,3,5,2
U00724,Student,TB,15.1,3252218,7645716,studio,female,1,0,0,0,0,0,0,medium,minimal,6,6,2,1,2,2,5
U00725,Young Professional,PN,10.2,4817635,8235888,apartment,male,0,0,1,1,1,0,1,medium,minimal,3,6,3,2,5,3,3
U00726,Young Professional,D1,3.0,7059491,10610445,apartment,female,0,0,0,1,1,1,1,medium,standard,3,24,2,1,5,3,3
U00727,Young Professional,D1,8.9,7282207,9747920,studio,any,0,1,0,1,1,0,1,medium,standard,6,3,4,1,3,3,3
U00728,Student,GV,8.6,1743924,6441823,studio,any,0,0,0,0,1,0,0,high,minimal,6,12,2,3,3,2,4
U00729,Young Professional,D1,7.6,6973712,8369034,apartment,male,1,1,0,1,1,0,1,high,minimal,4,12,3,3,4,3,3
U00730,Privacy Seeker,TX,5.7,2912503,6319933,shared_room,any,0,1,0,1,1,0,0,medium,standard,2,6,4,2,2,5,2
U00731,Young Professional,D3,19.1,3749542,6416950,studio,female,1,1,1,0,1,0,0,high,standard,2,12,3,5,5,4,2
U00732,Young Professional,D3,10.1,7760272,11073929,studio,any,1,0,0,1,1,1,1,medium,standard,2,12,3,3,4,4,2
U00733,Remote Worker,BT,19.2,6598398,8627769,apartment,female,0,0,0,1,1,1,1,high,minimal,2,6,4,4,3,4,2
U00734,Remote Worker,BT,12.6,11456514,13248108,studio,female,0,0,0,1,0,0,1,high,standard,2,12,4,1,4,4,2
U00735,Young Professional,D3,12.4,6646770,8666574,studio,female,0,0,1,1,0,1,1,medium,fully_furnished,2,12,3,2,5,4,2
U00736,Remote Worker,D2,19.0,11990839,14676165,studio,male,0,1,1,0,1,0,0,high,standard,2,12,4,5,2,4,3
U00737,Student,TB,14.0,3228092,6751208,studio,female,1,1,0,0,0,0,0,high,standard,4,3,2,4,5,2,3
U00738,Remote Worker,D2,8.2,9184602,13776852,studio,female,0,0,1,1,1,0,1,high,minimal,1,6,4,1,4,4,2
U00739,Student,GV,5.9,1160091,5741000,shared_room,male,0,0,0,1,1,0,0,high,minimal,5,6,1,4,3,2,4
U00740,Student,TB,14.0,1386550,3704951,shared_room,male,1,1,0,0,1,0,0,medium,standard,5,12,2,3,5,1,5
U00741,Student,GV,6.3,3022942,6608293,shared_room,female,1,0,0,1,1,0,1,high,minimal,4,6,1,1,3,1,5
U00742,Young Professional,D1,15.9,7351265,11702922,studio,any,0,1,0,1,1,1,1,medium,fully_furnished,5,3,3,2,5,3,2
U00743,Privacy Seeker,TX,6.8,3183700,7042291,apartment,female,1,0,1,0,0,0,0,high,minimal,2,12,3,3,2,5,1
U00744,Young Professional,D1,7.1,5544298,6793060,studio,male,1,1,1,0,0,0,0,medium,minimal,1,6,3,2,4,4,2
U00745,Young Professional,PN,7.6,6626520,10393718,studio,male,0,0,0,1,0,1,1,high,fully_furnished,3,3,3,1,1,3,2
U00746,Young Professional,D1,7.0,4803237,9235474,studio,female,1,0,1,1,1,1,1,high,minimal,5,3,4,4,2,3,3
U00747,Privacy Seeker,TX,19.1,1410018,5886358,studio,female,1,0,0,0,1,0,0,high,standard,2,6,4,3,4,5,1
U00748,Young Professional,D1,17.6,5738572,8512970,studio,any,0,0,1,1,0,1,1,basic,fully_furnished,1,12,3,1,3,4,3
U00749,Remote Worker,D7,19.0,11596200,15836438,studio,female,1,1,0,1,0,0,1,high,fully_furnished,6,6,3,4,3,3,2
U00750,Student,TB,6.1,2932360,4292868,studio,any,1,1,0,0,1,0,0,medium,minimal,5,6,2,3,1,1,4
U00751,Young Professional,D3,3.9,3259579,7053711,studio,female,0,1,1,0,1,0,0,medium,minimal,1,12,3,5,3,4,3
U00752,Young Professional,PN,13.5,4457692,5747856,studio,any,1,1,0,0,0,0,0,high,fully_furnished,2,3,3,3,2,4,2
U00753,Privacy Seeker,TD,2.2,3777314,4807947,shared_room,female,1,1,1,0,0,0,0,medium,standard,2,3,4,4,3,4,1
U00754,Young Professional,PN,7.2,7304050,12138321,studio,male,0,0,0,0,0,0,1,high,minimal,6,3,3,2,2,3,2
U00755,Young Professional,D1,18.5,3488645,6107485,studio,female,1,0,0,0,0,0,0,medium,minimal,4,6,3,4,3,3,2
U00756,Student,TD,13.2,3940331,6190401,studio,male,0,1,0,0,1,0,0,high,fully_furnished,5,3,2,4,5,2,5
U00757,Student,GV,6.3,3032922,7135764,apartment,male,0,1,0,0,1,0,0,medium,minimal,4,12,3,2,2,2,4
U00758,Student,TD,7.3,2682125,4098109,shared_room,female,1,0,0,0,0,0,0,high,fully_furnished,4,6,2,5,1,2,4
U00759,Social Butterfly,D1,7.5,7173440,10405762,studio,any,1,0,0,1,1,0,1,high,standard,6,3,3,1,1,1,4
U00760,Young Professional,PN,6.2,3207942,7445005,apartment,female,1,1,0,0,1,0,0,high,standard,3,24,3,4,4,3,3
U00761,Student,GV,20.0,1231100,5080099,shared_room,any,0,0,0,1,1,0,0,high,standard,6,6,1,3,3,1,4
U00762,Young Professional,D1,4.9,7502001,12074672,apartment,male,1,0,0,1,0,1,0,high,standard,4,12,4,4,2,3,2
U00763,Remote Worker,BT,3.8,7169819,11418224,studio,any,0,1,1,1,0,0,1,high,minimal,1,3,3,4,5,4,2
U00764,Student,GV,1.6,3066890,4735691,shared_room,female,1,0,1,0,1,0,0,high,fully_furnished,4,6,2,5,3,2,4
U00765,Student,TD,9.8,2669589,5622260,studio,any,0,0,0,0,0,0,0,medium,minimal,5,12,2,3,4,2,3
U00766,Social Butterfly,D1,9.2,4883800,7547173,studio,any,0,0,1,0,0,0,0,high,standard,5,12,2,2,1,2,4
U00767,Social Butterfly,HK,10.7,3285053,4982941,studio,female,1,0,0,0,0,0,0,medium,minimal,4,6,2,1,4,2,5
U00768,Social Butterfly,D3,17.8,5305132,7842671,apartment,male,0,0,0,0,1,0,0,high,minimal,5,6,2,2,2,2,5
U00769,Remote Worker,D7,10.6,8624038,11146266,studio,any,0,1,1,1,0,1,1,high,standard,2,6,3,5,2,4,2
U00770,Student,TD,7.3,2668910,4175161,shared_room,female,0,0,1,0,1,0,0,high,minimal,5,6,1,3,3,2,4
U00771,Student,TD,11.3,3008477,4054065,studio,female,1,0,1,0,1,0,0,high,minimal,5,6,3,4,2,2,4
U00772,Social Butterfly,D3,19.9,5033516,6751068,shared_room,male,0,0,0,0,0,0,1,high,standard,5,3,2,1,1,1,4
U00773,Young Professional,D1,18.0,5312283,7422565,apartment,male,0,0,0,0,1,0,0,medium,standard,5,24,2,5,1,3,2
U00774,Privacy Seeker,TB,15.9,3096567,6034294,shared_room,male,1,1,1,1,0,0,1,basic,fully_furnished,2,12,3,2,3,5,1
U00775,Young Professional,PN,16.6,6916997,9749546,apartment,female,0,1,0,1,0,1,1,medium,fully_furnished,5,24,3,4,5,3,3
U00776,Remote Worker,D2,7.2,9208214,10442464,apartment,female,1,1,1,1,0,1,1,high,standard,2,12,4,1,1,4,2
U00777,Young Professional,D1,16.5,4371240,9261664,apartment,any,0,0,0,1,1,1,1,high,standard,4,6,4,3,5,3,3
U00778,Remote Worker,D7,6.7,7850605,9949165,apartment,female,0,1,1,0,1,0,1,high,fully_furnished,2,6,4,3,1,4,2
U00779,Remote Worker,D2,19.3,7957266,9013184,studio,female,0,0,1,0,0,1,1,high,standard,2,12,4,3,1,5,2
U00780,Privacy Seeker,TD,12.8,2738107,7248956,apartment,male,1,0,0,0,0,0,0,medium,minimal,1,6,3,1,5,5,2
U00781,Social Butterfly,D1,17.4,6943049,10183004,apartment,any,0,1,1,1,1,0,1,high,fully_furnished,3,24,3,4,3,1,4
U00782,Remote Worker,D7,6.7,8064938,11656931,studio,any,1,1,1,1,0,0,1,high,fully_furnished,1,3,3,4,5,4,3
U00783,Social Butterfly,HK,16.7,7113795,9679851,studio,female,0,1,1,1,1,1,1,high,minimal,3,3,2,5,3,1,4
U00784,Student,GV,14.6,3402271,4477820,studio,male,1,0,0,0,0,0,0,high,fully_furnished,4,12,1,3,1,2,4
U00785,Privacy Seeker,TD,12.2,1062531,3553463,studio,male,1,1,1,0,0,0,0,medium,standard,2,12,4,3,3,5,1
U00786,Remote Worker,D2,9.6,9861611,12327115,apartment,any,0,1,1,1,0,0,0,high,standard,1,24,4,4,2,4,2
U00787,Young Professional,D1,10.9,4699850,6927814,shared_room,any,1,0,0,1,0,0,1,high,minimal,4,6,3,5,3,3,3
U00788,Young Professional,D1,9.5,5489880,8217789,apartment,male,0,0,0,1,0,0,0,medium,minimal,3,12,3,2,5,3,4
U00789,Social Butterfly,D1,2.6,5768083,9505948,studio,female,0,1,0,0,1,1,1,medium,minimal,4,3,3,4,1,1,4
U00790,Social Butterfly,D3,1.5,4613694,6173624,shared_room,male,1,0,0,1,0,0,0,basic,standard,3,6,2,4,4,1,5
U00791,Student,TD,17.0,1741513,3764924,shared_room,female,0,0,0,0,1,0,0,medium,standard,5,12,2,5,2,1,4
U00792,Remote Worker,D2,4.1,9125376,13471422,studio,any,1,0,0,1,1,0,1,high,standard,6,12,3,1,3,3,2
U00793,Student,GV,3.8,1693301,3441293,shared_room,any,1,1,0,0,1,0,0,medium,standard,3,3,2,5,3,2,4
U00794,Student,GV,10.1,2784664,6329458,studio,any,0,1,0,0,1,0,0,high,minimal,6,3,2,5,3,2,5
U00795,Student,GV,4.7,1129960,5125263,shared_room,any,0,1,0,0,1,0,0,basic,standard,6,3,1,3,4,1,4
U00796,Young Professional,D3,7.6,6887594,10705254,apartment,male,1,1,0,0,1,1,1,high,standard,4,6,4,3,3,3,3
U00797,Student,TD,15.7,3057550,5332414,studio,female,0,0,0,0,0,0,0,basic,minimal,5,12,2,4,4,1,4
U00798,Young Professional,D1,3.5,5406695,8504640,apartment,female,0,0,0,1,1,1,0,medium,standard,5,24,3,2,3,3,2
U00799,Student,TD,1.2,2004411,5235468,shared_room,male,0,0,1,1,1,0,1,basic,minimal,4,6,2,2,3,2,3
U00800,Young Professional,PN,19.6,3769646,6871097,studio,male,0,1,0,0,0,0,0,medium,standard,4,3,3,1,5,3,3
U00801,Remote Worker,BT,13.7,11700811,13972153,studio,male,0,0,1,1,0,1,0,high,fully_furnished,2,3,4,5,4,4,3
U00802,Social Butterfly,HK,8.4,3825844,6178205,studio,female,1,1,0,0,0,0,0,medium,standard,4,12,3,4,1,1,4
U00803,Student,TD,12.7,3737153,5637240,shared_room,male,0,0,0,0,1,0,1,medium,fully_furnished,5,6,2,4,5,1,3
U00804,Social Butterfly,HK,6.2,7166316,9409783,studio,female,0,1,0,1,1,1,1,medium,standard,6,3,2,3,2,1,5
U00805,Student,TD,16.7,2516867,6405902,shared_room,female,0,1,1,0,0,0,1,medium,fully_furnished,3,6,3,2,1,2,4
U00806,Student,TD,12.3,3675248,6408766,shared_room,male,0,0,0,1,1,0,0,high,standard,6,3,2,4,2,1,5
U00807,Remote Worker,D7,13.3,8560693,12355746,apartment,female,0,1,1,1,0,1,1,high,fully_furnished,2,12,4,4,4,4,2
U00808,Young Professional,D3,16.7,6482798,10963273,apartment,male,0,0,1,1,1,0,1,medium,standard,6,6,3,3,2,3,2
U00809,Social Butterfly,D3,1.8,7219920,11922145,apartment,any,1,0,0,1,0,0,1,medium,standard,5,24,3,2,3,1,4
U00810,Social Butterfly,HK,17.5,3230169,6874831,shared_room,female,1,1,0,0,0,0,1,basic,minimal,6,12,3,5,1,1,5
U00811,Social Butterfly,D1,13.6,3415458,6469457,studio,male,0,0,0,0,0,0,0,medium,minimal,6,3,3,4,3,1,3
U00812,Privacy Seeker,TB,5.7,2575199,3698136,studio,male,1,1,1,0,0,0,0,high,standard,1,12,3,2,2,5,1
U00813,Young Professional,D1,13.3,6493331,9069740,apartment,any,1,1,1,1,0,0,1,medium,minimal,2,12,2,4,2,4,3
U00814,Young Professional,D1,18.9,7826242,8991502,studio,male,0,1,1,0,1,1,1,medium,fully_furnished,5,6,2,4,3,2,3
U00815,Student,TD,18.4,1083031,4050910,studio,any,0,1,0,0,1,0,0,high,minimal,6,12,2,1,1,1,4
U00816,Privacy Seeker,CG,11.3,3945066,4979311,studio,any,1,0,1,0,1,0,0,medium,minimal,1,6,3,3,3,5,2
U00817,Student,TD,12.9,3697808,6622618,studio,female,1,1,1,0,1,0,0,medium,standard,6,3,2,2,4,1,4
U00818,Student,GV,19.8,1234631,5800761,shared_room,female,1,1,0,1,1,0,0,medium,standard,4,6,3,2,1,1,4
U00819,Remote Worker,D2,10.3,8718768,13372480,studio,any,1,0,0,1,0,1,1,high,fully_furnished,2,12,4,1,2,4,1
U00820,Student,TD,17.6,1790224,2944185,shared_room,any,1,0,0,0,0,0,0,medium,minimal,4,12,2,5,2,2,4
U00821,Social Butterfly,D1,7.5,7023526,11023608,apartment,female,0,1,0,1,1,1,1,high,standard,5,6,3,2,3,1,4
U00822,Student,TB,8.6,2208160,5012266,shared_room,female,1,1,0,1,1,0,0,basic,fully_furnished,4,6,2,3,2,2,3
U00823,Privacy Seeker,TB,7.8,3193106,7878813,studio,any,0,0,1,0,0,0,0,medium,minimal,2,6,4,3,2,5,1
U00824,Student,TD,17.3,1634104,6242432,studio,male,0,0,1,0,0,0,0,high,minimal,5,6,1,5,3,1,3
U00825,Student,TD,5.7,2867473,7256957,apartment,any,1,0,1,0,0,0,0,high,minimal,5,6,2,2,5,2,4
U00826,Student,GV,8.8,3592034,7234054,studio,male,1,0,0,0,1,0,0,high,standard,4,6,1,2,3,1,3
U00827,Student,TB,18.5,2430142,6819140,shared_room,any,0,0,0,0,1,0,1,basic,minimal,5,6,3,5,5,2,3
U00828,Remote Worker,D7,14.1,6658642,7932696,studio,female,0,1,1,0,1,0,0,high,standard,2,12,4,2,5,4,2
U00829,Privacy Seeker,TB,16.8,3468800,5911671,studio,male,1,0,1,0,0,0,0,medium,fully_furnished,2,12,4,5,2,4,1
U00830,Social Butterfly,HK,15.8,6083080,9627979,apartment,female,0,0,0,1,1,1,1,high,fully_furnished,3,12,2,3,2,1,5
U00831,Social Butterfly,D1,17.4,4477375,8880323,studio,any,0,1,0,1,1,1,1,medium,fully_furnished,4,12,3,5,5,1,5
U00832,Remote Worker,D2,3.4,8340403,10762552,apartment,male,0,0,0,1,1,1,1,high,minimal,2,24,4,4,1,5,2
U00833,Social Butterfly,D3,4.3,3780828,7707635,apartment,any,1,1,0,0,1,0,0,high,minimal,3,6,3,1,5,1,3
U00834,Remote Worker,D2,11.2,8383234,10065809,studio,male,1,1,1,1,0,1,1,high,standard,2,6,4,5,5,4,2
U00835,Young Professional,D1,5.2,4573940,8487818,apartment,any,0,0,0,1,0,1,1,medium,standard,6,24,3,4,1,3,2
U00836,Young Professional,PN,19.1,3847678,6101904,shared_room,male,1,0,0,0,1,0,0,high,standard,6,12,2,1,5,3,2
U00837,Student,GV,5.4,1736947,4542719,studio,female,0,0,0,0,1,0,0,basic,fully_furnished,5,12,1,4,3,2,4
U00838,Remote Worker,D2,11.0,8139341,11266000,apartment,any,0,1,1,0,1,1,1,high,fully_furnished,2,24,3,4,2,4,2
U00839,Social Butterfly,HK,12.2,6987900,10723515,studio,female,1,0,0,1,1,0,0,high,standard,6,3,2,2,2,1,4
U00840,Privacy Seeker,TX,8.6,2781762,4158233,shared_room,any,1,1,1,0,1,0,0,medium,minimal,2,12,4,2,5,4,2
