roomId,roomType,districtId,preferredGender,allowSmoking,allowPets,cleanlinessRequired,noiseTolerance,guestPolicy,preferredSleepHabit,preferredOccupation,curfewPolicy,maxOccupants,minimumBudget
R02240,studio,NTL,any,not_allowed,small_pets_only,medium,medium,occasionally,early,any,before_11pm,2,8121974
R02241,private_room,BT,female,outside_only,not_allowed,high,medium,rarely,early,student,none,1,2823224
R02242,shared_room,BT,any,not_allowed,allowed,high,low,occasionally,normal,any,before_11pm,3,927188
R02243,private_room,DA,male,not_allowed,cats_only,low,medium,rarely,late,student,before_midnight,1,1267038
R02244,shared_room,BD,any,not_allowed,not_allowed,high,low,rarely,very_early,student,before_midnight,4,1350733
R02245,private_room,NB,male,allowed,not_allowed,medium,low,rarely,normal,office_worker,before_midnight,1,5377695
R02246,shared_room,Q5,female,not_allowed,not_allowed,high,low,rarely,early,student,none,3,987376
R02247,private_room,HD,female,not_allowed,allowed,high,medium,occasionally,normal,student,before_midnight,1,3311914
R02248,private_room,HBT,male,outside_only,small_pets_only,medium,low,rarely,early,student,before_midnight,1,5865964
R02249,shared_room,GV,male,not_allowed,small_pets_only,medium,medium,rarely,very_late,student,before_midnight,2,1003728
R02250,shared_room,Q3,any,not_allowed,not_allowed,high,medium,occasionally,late,student,before_midnight,3,1375482
R02251,private_room,BD,male,not_allowed,cats_only,high,low,rarely,normal,student,none,1,3960448
R02252,private_room,Q4,male,not_allowed,not_allowed,medium,medium,rarely,early,student,before_midnight,1,4989837
R02253,shared_room,BTL,any,not_allowed,not_allowed,high,medium,rarely,early,any,none,3,1077006
R02254,shared_room,TD,any,not_allowed,not_allowed,medium,low,rarely,normal,any,none,2,1276856
R02255,shared_room,TB,male,not_allowed,allowed,high,high,occasionally,very_early,office_worker,none,2,1181331
R02256,shared_room,NTL,male,not_allowed,not_allowed,high,low,rarely,very_early,office_worker,before_midnight,3,1989730
R02257,studio,HM,any,not_allowed,not_allowed,high,medium,frequently,late,student,none,2,2020073
R02258,shared_room,Q12,female,not_allowed,not_allowed,medium,medium,rarely,very_early,student,none,2,1005140
R02259,shared_room,Q8,female,not_allowed,not_allowed,high,low,rarely,very_early,student,before_midnight,4,806026
R02260,private_room,Q12,female,outside_only,not_allowed,high,medium,occasionally,late,any,before_11pm,1,5414637
R02261,shared_room,Q8,any,outside_only,cats_only,high,low,rarely,normal,student,before_midnight,3,1416597
R02262,private_room,Q11,male,not_allowed,not_allowed,medium,medium,rarely,early,student,none,1,6481351
R02263,shared_room,Q11,any,allowed,allowed,high,medium,occasionally,early,any,none,4,1540709
R02264,private_room,Q6,female,allowed,not_allowed,medium,medium,occasionally,early,student,before_11pm,1,5199975
R02265,private_room,GL,female,not_allowed,not_allowed,medium,medium,occasionally,early,student,before_midnight,1,4626006
R02266,private_room,CG,female,allowed,cats_only,medium,high,occasionally,normal,student,before_11pm,1,6980785
R02267,private_room,Q1,male,outside_only,not_allowed,medium,medium,occasionally,normal,office_worker,none,1,10114236
R02268,shared_room,Q3,male,not_allowed,allowed,high,low,occasionally,normal,student,before_midnight,3,2550540
R02269,private_room,NTL,female,not_allowed,cats_only,medium,low,occasionally,late,student,none,1,4057639
R02270,private_room,Q11,female,not_allowed,not_allowed,medium,medium,occasionally,normal,any,none,1,2150223
R02271,private_room,Q10,female,not_allowed,cats_only,medium,low,occasionally,very_early,any,none,1,4786730
R02272,private_room,CC,male,not_allowed,not_allowed,high,medium,occasionally,normal,student,before_midnight,1,3379814
R02273,studio,HD,any,not_allowed,not_allowed,high,low,occasionally,normal,any,before_midnight,2,7010343
R02274,private_room,HBT,female,not_allowed,cats_only,medium,low,rarely,normal,student,before_midnight,1,2860202
R02275,private_room,Q3,female,not_allowed,not_allowed,medium,high,occasionally,normal,any,before_11pm,1,5454502
R02276,shared_room,GL,any,not_allowed,not_allowed,high,medium,occasionally,very_early,student,before_midnight,3,798832
R02277,private_room,PN,male,not_allowed,allowed,high,low,rarely,normal,student,before_11pm,1,4902506
R02278,private_room,TX,male,not_allowed,allowed,medium,medium,occasionally,late,student,none,1,5744075
R02279,shared_room,Q12,any,not_allowed,not_allowed,high,low,occasionally,late,student,none,3,1118572
R02280,private_room,Q3,female,not_allowed,not_allowed,medium,medium,rarely,early,office_worker,none,1,7125306
R02281,private_room,Q6,female,not_allowed,small_pets_only,medium,medium,rarely,normal,student,none,1,6375423
R02282,shared_room,Q6,any,not_allowed,not_allowed,high,medium,occasionally,normal,student,before_midnight,3,785193
R02283,private_room,BT,male,not_allowed,cats_only,medium,low,rarely,very_early,student,before_midnight,1,7094550
R02284,studio,DA,any,allowed,small_pets_only,medium,low,frequently,very_late,student,none,1,3225117
R02285,studio,TB,any,allowed,not_allowed,high,medium,occasionally,early,any,none,2,4075026
R02286,shared_room,Q10,female,outside_only,small_pets_only,medium,low,rarely,normal,any,none,2,1325439
R02287,shared_room,HL,female,not_allowed,allowed,high,high,rarely,normal,student,none,2,1052237
R02288,shared_room,BT,female,not_allowed,allowed,high,medium,rarely,early,student,none,3,951642
R02289,private_room,TB,female,not_allowed,allowed,medium,high,occasionally,very_early,office_worker,none,1,3305360
R02290,shared_room,NB,female,not_allowed,allowed,high,low,rarely,early,student,none,2,971257
R02291,shared_room,Q7,male,outside_only,not_allowed,high,medium,occasionally,late,student,before_midnight,3,1588838
R02292,shared_room,BD,any,outside_only,small_pets_only,medium,high,rarely,very_late,student,none,2,2889453
R02293,shared_room,HBT,any,not_allowed,not_allowed,high,low,rarely,early,student,before_midnight,3,1358554
R02294,shared_room,TTR,female,not_allowed,not_allowed,medium,low,rarely,late,student,none,2,867767
R02295,private_room,DD,any,not_allowed,not_allowed,medium,low,occasionally,normal,student,before_11pm,1,7245994
R02296,studio,Q7,any,allowed,allowed,low,medium,frequently,normal,student,before_midnight,1,13367320
R02297,shared_room,NB,female,outside_only,not_allowed,medium,medium,rarely,very_early,student,before_11pm,4,1339667
R02298,private_room,NTL,female,not_allowed,cats_only,high,medium,rarely,late,student,none,1,5009007
R02299,shared_room,CG,male,not_allowed,not_allowed,medium,medium,rarely,normal,student,none,2,1108891
R02300,private_room,NB,any,outside_only,allowed,high,medium,rarely,early,office_worker,before_11pm,1,5074596
R02301,shared_room,BT,male,outside_only,small_pets_only,medium,low,rarely,late,student,none,3,1273834
R02302,shared_room,HM,female,not_allowed,small_pets_only,high,medium,occasionally,normal,any,before_11pm,4,1012898
R02303,shared_room,CG,any,not_allowed,allowed,medium,medium,rarely,very_early,student,none,2,1730211
R02304,private_room,DD,male,not_allowed,cats_only,low,medium,rarely,early,office_worker,before_midnight,1,7298417
R02305,studio,Q8,any,not_allowed,small_pets_only,high,low,frequently,very_late,office_worker,none,1,3404461
R02306,private_room,Q7,male,not_allowed,not_allowed,medium,medium,rarely,early,student,none,1,5846777
R02307,shared_room,TX,female,not_allowed,allowed,high,low,occasionally,normal,office_worker,before_midnight,4,1880168
R02308,private_room,Q11,female,not_allowed,allowed,medium,high,rarely,early,student,before_midnight,1,6622314
R02309,shared_room,Q8,any,not_allowed,not_allowed,medium,low,rarely,very_late,any,before_midnight,3,1315978
R02310,private_room,GV,female,not_allowed,allowed,medium,low,occasionally,late,office_worker,before_midnight,1,2723295
R02311,private_room,Q3,female,not_allowed,cats_only,high,medium,rarely,very_early,student,none,1,6874579
R02312,shared_room,NTL,any,not_allowed,not_allowed,medium,medium,rarely,early,student,none,4,946553
R02313,private_room,BT,male,not_allowed,allowed,high,medium,occasionally,normal,student,before_11pm,1,3581325
R02314,private_room,HK,male,not_allowed,allowed,high,low,occasionally,normal,office_worker,none,1,5444842
R02315,private_room,TX,any,not_allowed,cats_only,high,medium,occasionally,early,student,none,1,5128245
R02316,studio,HK,any,allowed,cats_only,medium,low,occasionally,late,office_worker,before_midnight,2,10589894
R02317,private_room,BT,male,not_allowed,small_pets_only,medium,low,occasionally,normal,office_worker,none,1,6099896
R02318,shared_room,HK,female,outside_only,allowed,high,medium,rarely,normal,any,before_midnight,4,2114443
R02319,studio,GL,any,not_allowed,not_allowed,high,medium,occasionally,normal,student,none,2,4455925
R02320,private_room,HD,female,not_allowed,cats_only,medium,medium,rarely,very_early,student,before_midnight,1,5231017
R02321,shared_room,Q8,female,not_allowed,cats_only,high,low,rarely,very_late,student,none,3,1023380
R02322,shared_room,HD,female,not_allowed,allowed,high,low,occasionally,normal,student,none,4,1167523
R02323,private_room,DD,male,not_allowed,cats_only,medium,low,occasionally,very_early,student,none,1,2832842
R02324,private_room,HM,female,not_allowed,not_allowed,medium,medium,rarely,early,student,before_midnight,1,3595335
R02325,shared_room,DD,any,not_allowed,not_allowed,medium,low,occasionally,very_early,student,none,2,1899294
R02326,shared_room,HM,male,not_allowed,small_pets_only,high,medium,rarely,early,student,before_midnight,4,695504
R02327,shared_room,Q3,male,not_allowed,small_pets_only,high,medium,rarely,normal,office_worker,none,4,3069776
R02328,private_room,SS,female,allowed,not_allowed,medium,low,occasionally,late,student,none,1,3349760
R02329,shared_room,CC,female,not_allowed,cats_only,medium,low,occasionally,early,office_worker,before_midnight,2,518692
R02330,shared_room,HM,any,not_allowed,not_allowed,high,low,rarely,normal,office_worker,before_11pm,4,803898
R02331,private_room,TD,female,not_allowed,not_allowed,medium,low,rarely,normal,student,before_11pm,1,5922171
R02332,studio,Q12,any,outside_only,not_allowed,medium,medium,occasionally,early,student,before_midnight,2,6658770
R02333,shared_room,PN,any,not_allowed,not_allowed,medium,medium,occasionally,normal,office_worker,none,3,1699140
R02334,shared_room,BT,female,not_allowed,not_allowed,high,medium,rarely,normal,office_worker,before_midnight,3,1709040
R02335,private_room,BT,male,allowed,not_allowed,medium,medium,occasionally,normal,student,none,1,3399645
R02336,private_room,LB,female,not_allowed,cats_only,medium,low,occasionally,late,student,before_11pm,1,3305497
R02337,shared_room,HL,any,not_allowed,not_allowed,high,medium,rarely,early,student,before_midnight,3,1273329
R02338,shared_room,Q12,female,not_allowed,not_allowed,high,low,rarely,early,student,none,3,636345
R02339,shared_room,BD,male,not_allowed,allowed,high,high,occasionally,late,student,none,3,1750535
R02340,private_room,BTL,female,not_allowed,allowed,high,low,rarely,late,student,none,1,2928454
R02341,shared_room,TD,female,not_allowed,small_pets_only,medium,medium,occasionally,late,student,before_midnight,4,1434404
R02342,shared_room,Q10,any,outside_only,not_allowed,high,high,occasionally,normal,student,before_midnight,3,2330174
R02343,shared_room,Q6,female,outside_only,not_allowed,high,low,rarely,late,student,none,2,756378
R02344,private_room,HK,male,not_allowed,not_allowed,low,high,rarely,late,student,before_11pm,1,6440008
R02345,studio,Q1,any,allowed,allowed,high,low,frequently,normal,office_worker,none,2,14467395
R02346,studio,NB,any,not_allowed,cats_only,low,low,occasionally,early,any,none,2,4598061
R02347,shared_room,Q6,female,not_allowed,not_allowed,medium,low,rarely,normal,student,none,2,1692640
R02348,private_room,Q6,any,not_allowed,not_allowed,low,high,rarely,normal,student,before_midnight,1,5235753
R02349,shared_room,CC,female,not_allowed,not_allowed,medium,medium,rarely,normal,student,none,4,963462
R02350,private_room,Q10,male,not_allowed,not_allowed,medium,low,frequently,normal,student,before_midnight,1,4591793
R02351,private_room,TD,female,not_allowed,cats_only,medium,low,rarely,early,any,before_midnight,1,4718140
R02352,private_room,DD,male,not_allowed,cats_only,medium,low,rarely,late,student,none,1,3923738
R02353,private_room,GV,male,not_allowed,not_allowed,medium,low,occasionally,late,student,before_11pm,1,1715701
R02354,studio,NB,any,not_allowed,small_pets_only,high,low,frequently,late,any,before_midnight,1,6314991
R02355,private_room,HM,female,not_allowed,not_allowed,medium,medium,rarely,late,student,none,1,1573344
R02356,shared_room,Q3,female,not_allowed,not_allowed,high,low,rarely,late,student,none,3,2450966
R02357,studio,BD,any,allowed,small_pets_only,low,low,frequently,normal,student,none,1,10132620
R02358,shared_room,HM,male,not_allowed,cats_only,medium,low,occasionally,late,student,before_midnight,2,780955
R02359,shared_room,HBT,female,outside_only,allowed,high,low,occasionally,normal,student,none,2,1317443
R02360,private_room,Q8,female,not_allowed,small_pets_only,high,medium,rarely,late,student,none,1,4609295
R02361,shared_room,BT,female,not_allowed,not_allowed,medium,medium,occasionally,late,office_worker,before_midnight,2,2039073
R02362,private_room,NTL,male,not_allowed,small_pets_only,medium,high,occasionally,very_early,student,before_midnight,1,3491268
R02363,shared_room,TTR,any,outside_only,not_allowed,medium,low,rarely,early,student,none,2,521935
R02364,studio,HBT,any,not_allowed,not_allowed,high,high,occasionally,early,student,none,1,7474497
R02365,studio,Q11,any,allowed,not_allowed,high,medium,occasionally,very_early,office_worker,none,1,7499503
R02366,shared_room,Q1,female,not_allowed,cats_only,high,low,occasionally,very_early,student,before_11pm,3,2210688
R02367,private_room,TD,male,not_allowed,allowed,low,low,occasionally,early,any,none,1,5853516
R02368,private_room,BT,male,outside_only,not_allowed,medium,low,frequently,normal,student,none,1,6124537
R02369,shared_room,HD,any,not_allowed,not_allowed,high,medium,rarely,late,student,before_midnight,3,1029888
R02370,shared_room,Q3,female,not_allowed,allowed,medium,low,occasionally,very_early,student,before_midnight,2,1395770
R02371,shared_room,DD,male,not_allowed,cats_only,high,medium,rarely,early,student,before_midnight,3,1811567
R02372,shared_room,GV,female,outside_only,not_allowed,medium,medium,rarely,very_early,student,none,3,1263203
R02373,private_room,NTL,female,outside_only,cats_only,high,high,rarely,very_late,student,none,1,2924299
R02374,shared_room,Q6,male,not_allowed,not_allowed,high,low,rarely,normal,student,before_midnight,3,1086349
R02375,shared_room,PN,female,not_allowed,not_allowed,medium,medium,rarely,normal,student,none,4,1202083
R02376,private_room,Q3,male,not_allowed,not_allowed,high,low,frequently,very_early,office_worker,none,1,6561230
R02377,private_room,HK,female,outside_only,not_allowed,medium,medium,occasionally,normal,any,none,1,5470786
R02378,private_room,NTL,female,not_allowed,not_allowed,high,low,rarely,early,student,none,1,2813847
R02379,shared_room,BTL,female,not_allowed,small_pets_only,medium,medium,occasionally,normal,office_worker,none,4,887778
R02380,shared_room,Q3,any,allowed,allowed,high,medium,rarely,normal,student,none,2,2642825
R02381,studio,DA,any,outside_only,not_allowed,low,low,frequently,late,student,before_11pm,1,3202113
R02382,private_room,HK,male,not_allowed,not_allowed,medium,medium,rarely,early,student,before_midnight,1,10237865
R02383,shared_room,Q1,female,not_allowed,allowed,medium,low,occasionally,early,office_worker,before_11pm,3,2080384
R02384,private_room,LB,female,not_allowed,not_allowed,medium,medium,rarely,very_early,student,none,1,4359846
R02385,private_room,Q4,male,not_allowed,not_allowed,medium,medium,occasionally,normal,student,before_midnight,1,3124823
R02386,private_room,HL,female,outside_only,not_allowed,high,low,rarely,very_late,student,none,1,1999343
R02387,shared_room,TD,male,not_allowed,cats_only,high,medium,rarely,early,student,none,2,850953
R02388,private_room,Q8,male,not_allowed,not_allowed,high,low,rarely,early,student,before_midnight,1,2860167
R02389,private_room,Q5,male,allowed,not_allowed,medium,high,rarely,late,student,before_midnight,1,3108835
R02390,shared_room,NTL,male,not_allowed,small_pets_only,medium,high,occasionally,normal,student,before_midnight,3,1254940
R02391,shared_room,GV,female,not_allowed,not_allowed,medium,medium,rarely,early,any,before_11pm,2,980413
R02392,shared_room,TP,male,outside_only,small_pets_only,high,medium,occasionally,very_early,student,none,4,701637
R02393,private_room,NB,any,not_allowed,allowed,low,medium,occasionally,very_early,student,none,1,3844329
R02394,private_room,HK,female,allowed,not_allowed,medium,low,occasionally,very_early,student,none,1,7543398
R02395,shared_room,DA,male,outside_only,not_allowed,medium,low,rarely,very_early,student,none,4,1146191
R02396,studio,NTL,any,allowed,small_pets_only,low,medium,rarely,normal,student,none,2,4398500
R02397,studio,CC,any,outside_only,small_pets_only,high,low,rarely,late,student,before_11pm,2,2003765
R02398,private_room,PN,female,not_allowed,small_pets_only,low,medium,rarely,early,student,before_midnight,1,7101192
R02399,private_room,HBT,female,not_allowed,small_pets_only,high,low,rarely,late,any,none,1,4289835
R02400,shared_room,HD,female,not_allowed,allowed,high,high,occasionally,normal,student,none,2,998475
R02401,shared_room,DA,female,outside_only,not_allowed,high,high,rarely,early,student,before_midnight,2,1036757
R02402,private_room,DA,male,not_allowed,small_pets_only,high,low,rarely,normal,student,none,1,2956225
R02403,studio,Q12,any,allowed,not_allowed,high,medium,rarely,early,student,none,1,4186984
R02404,shared_room,TD,female,not_allowed,small_pets_only,high,low,occasionally,late,student,none,2,1026629
R02405,shared_room,BT,male,not_allowed,allowed,high,low,rarely,normal,student,before_11pm,4,1598118
R02406,shared_room,TB,any,not_allowed,not_allowed,high,medium,frequently,early,office_worker,none,3,959618
R02407,private_room,SS,female,not_allowed,allowed,high,high,occasionally,normal,any,none,1,3790765
R02408,shared_room,NTL,any,not_allowed,not_allowed,medium,low,rarely,normal,student,none,2,1147862
R02409,studio,Q1,any,not_allowed,small_pets_only,medium,medium,frequently,normal,office_worker,none,2,6056453
R02410,private_room,Q4,male,not_allowed,cats_only,medium,low,occasionally,normal,student,none,1,6516419
R02411,private_room,Q6,male,outside_only,not_allowed,medium,low,frequently,late,office_worker,before_midnight,1,4445918
R02412,shared_room,Q4,female,not_allowed,not_allowed,high,medium,occasionally,very_early,student,none,4,1034286
R02413,shared_room,Q3,any,allowed,allowed,high,high,rarely,early,student,none,3,2724980
R02414,private_room,Q3,female,not_allowed,not_allowed,low,low,rarely,very_early,student,none,1,6197345
R02415,shared_room,TB,male,not_allowed,allowed,high,high,rarely,normal,office_worker,none,2,1632254
R02416,shared_room,Q7,female,not_allowed,small_pets_only,high,medium,rarely,normal,student,none,3,1037964
R02417,studio,CG,any,not_allowed,allowed,high,medium,occasionally,very_early,student,none,2,5349166
R02418,shared_room,CC,male,not_allowed,small_pets_only,high,high,rarely,very_early,any,none,3,787565
R02419,shared_room,TB,female,not_allowed,not_allowed,high,medium,rarely,normal,student,none,3,1220466
R02420,private_room,TD,female,not_allowed,cats_only,medium,high,frequently,early,student,before_11pm,1,3328158
R02421,private_room,Q12,female,allowed,allowed,medium,medium,occasionally,very_early,office_worker,before_midnight,1,5537518
R02422,shared_room,Q10,male,allowed,small_pets_only,high,medium,rarely,early,student,before_midnight,3,1850519
R02423,shared_room,TD,female,not_allowed,not_allowed,high,high,occasionally,early,student,before_midnight,4,768290
R02424,private_room,BD,female,allowed,allowed,medium,medium,occasionally,late,student,none,1,6298702
R02425,private_room,BD,female,not_allowed,small_pets_only,medium,high,rarely,late,student,before_midnight,1,9133891
R02426,private_room,BC,male,allowed,allowed,medium,low,occasionally,very_early,student,before_11pm,1,2654970
R02427,private_room,Q7,female,outside_only,allowed,medium,medium,occasionally,early,student,before_11pm,1,10787426
R02428,private_room,HM,female,allowed,allowed,high,medium,occasionally,very_late,student,before_midnight,1,3320592
R02429,studio,GV,any,not_allowed,not_allowed,medium,high,frequently,normal,office_worker,none,2,4872527
R02430,studio,DA,any,not_allowed,not_allowed,medium,medium,frequently,normal,student,none,2,5444416
R02431,shared_room,TB,male,not_allowed,allowed,high,medium,occasionally,late,any,none,4,735251
R02432,shared_room,TD,female,allowed,not_allowed,medium,low,rarely,normal,office_worker,none,3,1116118
R02433,private_room,Q5,male,not_allowed,not_allowed,high,low,frequently,very_early,any,none,1,3230814
R02434,studio,NTL,any,not_allowed,not_allowed,medium,high,frequently,late,student,before_midnight,2,3531954
R02435,shared_room,Q3,female,not_allowed,not_allowed,high,medium,occasionally,normal,student,before_11pm,3,2575762
R02436,private_room,Q11,female,not_allowed,allowed,high,medium,occasionally,normal,student,before_midnight,1,3263681
R02437,private_room,NTL,female,not_allowed,allowed,high,medium,rarely,early,student,before_11pm,1,2315262
R02438,private_room,GL,any,outside_only,not_allowed,high,medium,occasionally,normal,office_worker,none,1,4573752
R02439,private_room,GL,female,not_allowed,not_allowed,low,medium,rarely,late,student,before_midnight,1,3581618
R02440,private_room,Q1,female,not_allowed,not_allowed,high,medium,occasionally,late,student,before_11pm,1,5948275
R02441,private_room,HM,male,not_allowed,small_pets_only,high,low,rarely,very_late,student,before_midnight,1,2158766
R02442,studio,Q7,any,not_allowed,cats_only,medium,medium,frequently,very_early,office_worker,none,2,12901590
R02443,private_room,SS,female,not_allowed,not_allowed,medium,high,frequently,early,any,none,1,3037279
R02444,shared_room,Q10,female,not_allowed,allowed,high,low,rarely,normal,any,none,2,1089346
R02445,private_room,Q6,female,allowed,not_allowed,medium,medium,rarely,normal,any,none,1,4065986
R02446,shared_room,TX,male,not_allowed,not_allowed,medium,low,occasionally,normal,student,before_midnight,3,1523535
R02447,studio,HK,any,allowed,not_allowed,medium,low,occasionally,late,student,none,2,11545787
R02448,private_room,TX,female,allowed,cats_only,medium,low,occasionally,early,student,none,1,2603460
R02449,shared_room,NB,female,not_allowed,allowed,high,medium,rarely,normal,student,none,3,670166
R02450,private_room,Q11,female,not_allowed,small_pets_only,medium,high,frequently,normal,student,none,1,2781292
R02451,shared_room,PN,any,not_allowed,not_allowed,high,medium,rarely,normal,student,none,4,1899875
R02452,studio,Q6,any,allowed,not_allowed,high,medium,rarely,late,student,before_midnight,2,5179973
R02453,shared_room,HL,male,not_allowed,allowed,high,medium,rarely,normal,student,none,3,904030
R02454,shared_room,BD,male,not_allowed,not_allowed,high,medium,rarely,very_early,student,before_midnight,3,1388813
R02455,private_room,CG,male,not_allowed,cats_only,medium,low,rarely,early,office_worker,before_midnight,1,3399725
R02456,shared_room,TD,any,not_allowed,not_allowed,high,low,frequently,early,any,none,3,1171189
R02457,private_room,Q8,any,not_allowed,allowed,medium,low,occasionally,normal,student,before_midnight,1,3954656
R02458,shared_room,HK,male,not_allowed,small_pets_only,medium,high,occasionally,late,student,before_11pm,3,2637827
R02459,shared_room,Q10,male,not_allowed,not_allowed,medium,medium,rarely,early,any,none,2,1920856
R02460,studio,HBT,any,not_allowed,allowed,medium,medium,frequently,early,student,none,1,7472859
R02461,studio,TD,any,outside_only,not_allowed,high,high,frequently,normal,student,none,2,2596555
R02462,private_room,DD,male,not_allowed,not_allowed,low,low,rarely,very_late,student,none,1,6648720
R02463,studio,Q4,any,not_allowed,not_allowed,high,medium,occasionally,early,student,before_11pm,1,5401095
R02464,private_room,BC,female,allowed,small_pets_only,high,low,rarely,normal,any,before_11pm,1,4613309
R02465,private_room,HM,male,outside_only,not_allowed,high,low,frequently,very_early,student,before_midnight,1,1453513
R02466,private_room,GL,female,not_allowed,not_allowed,medium,medium,occasionally,normal,student,before_midnight,1,3503688
R02467,private_room,GL,female,outside_only,not_allowed,medium,low,rarely,early,student,before_midnight,1,3814919
R02468,shared_room,Q6,male,not_allowed,allowed,medium,high,rarely,normal,student,none,2,878630
R02469,shared_room,Q5,any,outside_only,not_allowed,medium,medium,rarely,early,student,none,4,1695938
R02470,shared_room,BD,any,not_allowed,allowed,high,high,occasionally,very_late,student,none,4,1339941
R02471,private_room,NB,female,outside_only,not_allowed,low,low,rarely,normal,office_worker,before_midnight,1,4937370
R02472,shared_room,HBT,any,not_allowed,not_allowed,high,medium,rarely,late,student,none,3,2437007
R02473,shared_room,BT,female,not_allowed,not_allowed,medium,low,rarely,normal,office_worker,none,3,1928382
R02474,private_room,HK,female,not_allowed,allowed,medium,low,rarely,late,any,before_11pm,1,9001617
R02475,shared_room,CC,male,outside_only,not_allowed,high,low,occasionally,early,student,none,2,577827
R02476,shared_room,PN,male,not_allowed,allowed,medium,low,rarely,early,student,before_11pm,2,2251593
R02477,studio,Q7,any,allowed,allowed,medium,high,occasionally,normal,student,before_midnight,1,8080819
R02478,shared_room,Q10,male,not_allowed,allowed,high,medium,occasionally,early,student,before_midnight,4,1175290
R02479,shared_room,DA,female,outside_only,not_allowed,high,low,occasionally,early,student,none,3,1113663
R02480,private_room,DD,female,not_allowed,allowed,high,high,frequently,early,student,none,1,4177325
R02481,shared_room,BD,any,not_allowed,not_allowed,high,medium,rarely,normal,any,before_midnight,3,2917488
R02482,private_room,Q10,female,not_allowed,not_allowed,medium,medium,occasionally,early,student,before_midnight,1,8095056
R02483,shared_room,Q1,male,not_allowed,allowed,high,medium,occasionally,normal,student,before_midnight,3,2625866
R02484,private_room,HD,male,not_allowed,not_allowed,medium,medium,occasionally,normal,student,none,1,5535860
R02485,private_room,HM,female,outside_only,not_allowed,medium,low,rarely,very_late,student,before_11pm,1,3924034
R02486,shared_room,Q12,any,not_allowed,allowed,medium,low,rarely,normal,student,before_midnight,2,1263449
R02487,shared_room,BD,female,not_allowed,not_allowed,high,high,occasionally,normal,any,none,2,1991293
R02488,shared_room,Q11,male,not_allowed,not_allowed,high,high,occasionally,normal,student,before_11pm,3,1827204
R02489,shared_room,LB,any,not_allowed,not_allowed,high,medium,rarely,normal,any,before_11pm,4,895312
R02490,private_room,PN,female,not_allowed,allowed,medium,medium,occasionally,very_early,student,none,1,5390856
R02491,studio,Q11,any,outside_only,cats_only,high,low,frequently,early,student,before_11pm,1,4596780
R02492,private_room,HL,female,not_allowed,small_pets_only,medium,medium,frequently,early,student,before_11pm,1,5339497
R02493,private_room,DD,male,allowed,allowed,high,medium,occasionally,normal,office_worker,before_11pm,1,4618514
R02494,shared_room,TP,male,not_allowed,allowed,high,low,rarely,very_early,student,none,4,1115342
R02495,private_room,Q4,any,outside_only,not_allowed,medium,medium,rarely,very_early,student,none,1,2893237
R02496,shared_room,CC,female,not_allowed,not_allowed,high,high,occasionally,early,student,before_11pm,2,970276
R02497,shared_room,DD,female,not_allowed,cats_only,high,low,rarely,normal,student,none,2,1354111
R02498,shared_room,TD,any,not_allowed,small_pets_only,high,high,rarely,late,student,before_11pm,4,781905
R02499,shared_room,GL,female,not_allowed,cats_only,medium,medium,rarely,normal,student,none,3,779530
R02500,private_room,HM,female,outside_only,not_allowed,high,medium,rarely,normal,student,before_11pm,1,1721683
R02501,shared_room,NTL,male,outside_only,not_allowed,high,low,occasionally,normal,any,before_midnight,4,1976546
R02502,shared_room,BT,male,not_allowed,not_allowed,high,low,rarely,late,office_worker,none,3,921397
R02503,shared_room,Q5,female,allowed,not_allowed,high,medium,rarely,normal,any,none,4,1018954
R02504,shared_room,TD,male,not_allowed,not_allowed,high,high,rarely,early,student,before_11pm,2,758160
R02505,studio,TD,any,not_allowed,allowed,medium,low,occasionally,normal,student,before_midnight,2,3502333
R02506,private_room,GV,male,allowed,not_allowed,medium,low,rarely,early,office_worker,before_midnight,1,5400817
R02507,private_room,Q7,female,allowed,not_allowed,medium,low,rarely,very_early,any,before_midnight,1,6362970
R02508,studio,BD,any,not_allowed,small_pets_only,high,medium,occasionally,normal,student,none,1,10315744
R02509,shared_room,Q8,any,outside_only,not_allowed,high,medium,rarely,normal,office_worker,none,3,1059180
R02510,shared_room,TD,any,outside_only,allowed,high,low,frequently,normal,any,before_midnight,3,653615
R02511,private_room,Q11,female,not_allowed,allowed,medium,high,frequently,normal,student,before_11pm,1,2995755
R02512,private_room,TP,female,allowed,not_allowed,high,low,occasionally,early,student,before_11pm,1,5217798
R02513,shared_room,Q10,male,outside_only,not_allowed,medium,low,rarely,normal,student,before_11pm,3,2311204
R02514,private_room,Q3,female,not_allowed,not_allowed,high,medium,occasionally,normal,student,none,1,3705191
R02515,studio,BD,any,allowed,not_allowed,medium,medium,frequently,late,office_worker,before_11pm,1,5587975
R02516,studio,TD,any,allowed,not_allowed,medium,medium,rarely,early,any,before_11pm,2,3490691
R02517,studio,BC,any,allowed,allowed,medium,low,occasionally,normal,student,before_midnight,1,2311057
R02518,private_room,LB,female,not_allowed,cats_only,medium,medium,occasionally,very_late,student,before_midnight,1,5019461
R02519,shared_room,Q11,any,not_allowed,allowed,medium,low,occasionally,early,student,before_11pm,3,1656559
R02520,private_room,TD,female,not_allowed,not_allowed,medium,medium,occasionally,normal,student,before_midnight,1,3350804
R02521,shared_room,Q12,female,allowed,not_allowed,high,low,rarely,early,student,none,4,765670
